######################################################################
## Molczan data                                 updated: 2005-08-10 ##
## ---------------------------------------------------------------- ##
## Format:                                                          ##
##   1     7    12   17   22   27                                   ##
##   NNNNN llll wwww dddd mmmm S rrrr                               ##
##                                                                  ##
## NNNNN - NORAD number of satellite                                ##
##  llll - length (m)                                               ##
##  wwww - width (m)                                                ##
##  dddd - depth (m) *                                              ##
##  mmmm - standard magnitude (range: 1000km, illumination: 50%)    ##
##     S - standard magnitude source flag:                          ##
##           v - mean value derived from from obs.                  ##
##           d - derived from its dimensions                        ##
##  rrrr - RCS value                                                ##
##                                                                  ##
## * When width and depth are zero then the object is a sphere,     ##
##   R=llll. When depth is zero then the object is a cylinder,      ##
##   R=wwww.                                                        ##
######################################################################
06306  6.4  2.0  0.0  5.8 d  6.7
06320  6.0  2.4  0.0  5.5 v  7.7
06323  2.0  1.0  0.0  6.3 v  3.6
06324  6.0  2.4  0.0  5.5 v  7.4
06350  2.0  0.0  0.0  6.8 d  2.3
06392  5.0  1.5  0.0  5.8 v  6.0
06393  2.8  2.6  0.0  5.1 v  8.7
06659  5.0  1.5  0.0  5.8 v  7.1
06660  2.8  2.6  0.0  5.1 v  9.2
06683  6.0  2.4  0.0  5.5 v   10
06708  6.0  2.4  0.0  5.5 v  6.9
06779  8.6  3.0  0.0  5.0 d   22
06826  6.0  2.4  0.0  5.5 v  7.2
06829  6.0  2.4  0.0  5.5 v  7.2
06853  6.0  2.4  0.0  5.5 v   11
06965  2.0  1.0  0.0  6.3 v  3.0
06966  6.0  2.4  0.0  5.5 v  8.2
06993  6.0  2.4  0.0  5.5 v   11
07003  1.8  1.5  0.0  7.2 d  2.9
07004  6.0  2.4  0.0  5.5 v   10
07005  2.0  2.0  0.0  5.9 d  4.4
07009  6.0  2.4  0.0  5.5 v  6.4
07017  2.7  0.0  0.0  6.2 d  5.3
07025  2.0  0.0  0.0  6.8 d 0.51
07032  2.3  0.0  0.0  6.5 d  4.1
07095  6.0  2.4  0.0  5.5 v  7.6
07209  5.0  1.5  0.0  5.8 v  6.3
07210  2.8  2.6  0.0  5.1 v   10
07273  6.0  2.4  0.0  5.5 v   10
07274  5.0  1.5  0.0  5.8 v  7.1
07275  2.8  2.6  0.0  5.1 v   11
07284  6.0  2.4  0.0  5.5 v  7.8
07291  2.0  2.0  0.0  5.9 d  4.4
07297  2.0  2.0  0.0  5.9 d  4.9
07337  2.0  0.0  0.0  6.8 d  3.1
07338  6.0  2.4  0.0  5.5 v   10
07350  6.0  2.4  0.0  5.5 v  9.4
07363  5.0  1.5  0.0  5.8 v  7.1
07364  2.8  2.6  0.0  5.1 v   11
07411  1.6  1.2  0.0  7.0 d  2.0
07426  6.0  2.4  0.0  5.5 v  9.0
07433  2.0  1.0  0.0  6.3 v  3.2
07434  6.0  2.4  0.0  5.5 v  7.4
07443  6.0  2.4  0.0  5.5 v  7.8
07477  6.0  2.4  0.0  5.5 v  8.0
07490  5.0  1.5  0.0  5.8 v  6.5
07493  2.8  2.6  0.0  5.1 v   10
07529  3.0  1.5  0.0  6.9 d  6.3
07574  5.0  1.5  0.0  5.8 v  6.2
07575  2.8  2.6  0.0  5.1 v   10
07594  6.0  2.4  0.0  5.5 v   10
07615  3.0  1.5  0.0  6.9 d  4.8
07647  1.6  0.6  0.0  8.5 d  1.1
07665  6.0  2.4  0.0  5.5 v  8.7
07686  6.0  2.4  0.0  5.5 v   11
07714  5.0  1.5  0.0  5.8 v  5.9
07715  2.8  2.6  0.0  5.1 v   10
07718  2.0  2.0  0.0  5.9 d  3.5
07727  2.0  2.0  0.0  5.9 d  3.3
07734  1.1  1.2  0.0  7.8 d  1.6
07735  6.4  2.0  0.0  5.8 d  7.0
07737  6.0  2.4  0.0  5.5 v  8.4
07769  6.0  2.4  0.0  5.5 v  8.1
07816  1.6  1.2  0.0  7.0 d    2
07831  6.0  2.4  0.0  5.5 v  9.0
07857  3.5  0.0  0.0  5.6 d  8.3
07924  3.0  1.5  0.0  6.9 d  5.5
07946  6.0  1.4  0.0  5.8 d  8.6
08026  5.0  1.5  0.0  5.3 v   10
08027  2.8  2.6  0.0  5.1 v  8.6
08063  6.0  1.4  0.0  5.8 d   11
08073  6.0  2.4  0.0  5.5 v  7.9
08132  1.5  1.5  0.0  7.0 d 0.94
08133  6.4  2.0  0.0  5.8 d   13
08293  5.0  1.5  0.0  5.8 v  6.8
08294  2.8  2.6  0.0  5.1 v   11
08295  6.0  2.4  0.0  5.5 v   11
08311  4.0  1.0  0.0  6.5 d  2.9
08326  6.0  2.4  0.0  5.5 d  6.2
08343  2.0  1.0  0.0  6.3 v  4.2
08344  6.0  2.4  0.0  5.5 v  7.8
08421  6.0  2.4  0.0  5.5 v  9.0
08458  2.0  1.0  0.0  6.3 v  3.4
08459  6.0  2.4  0.0  5.5 v  7.1
08473  2.0  2.0  0.0  5.9 d  3.8
08519  5.0  1.5  0.0  5.8 v  5.7
08520  2.8  2.6  0.0  5.1 v  9.4
08597  6.0  2.4  0.0  5.5 v  9.0
08615  6.0  2.4  0.0  5.5 v  8.9
08646  6.0  2.4  0.0  5.5 v  6.5
08688  4.0  2.0  0.0  6.2 d  1.6
08709  0.8  0.9  0.0  8.4 d  1.7
08744  2.0  0.0  0.0  6.8 d  3.2
08745  6.0  2.4  0.0  5.5 v   12
08746  3.0  0.0  0.0  6.0 d    6
08799  5.0  1.5  0.0  5.8 v  6.0
08800  2.8  2.6  0.0  5.1 v   10
08818  0.3  0.9  0.9  8.0 d    2
08835  0.3  0.9  0.9  8.0 d    1
08836  0.3  0.9  0.9  8.0 d    1
08845  5.0  1.5  0.0  5.8 v  5.0
08846  2.8  2.6  0.0  5.1 v  9.2
08874  6.0  2.4  0.0  5.5 v  7.6
08884  0.3  0.9  0.9  8.0 d  1.5
08897  6.0  2.4  0.0  5.5 v   10
08923  2.0  1.0  0.0  6.3 v  2.9
08924  6.0  2.4  0.0  5.5 v  7.6
09013  6.0  2.4  0.0  5.5 v  9.4
09022  2.0  1.0  0.0  6.3 v  3.4
09023  6.0  2.4  0.0  5.5 v  6.3
09040  3.4  0.0  0.0  5.7 d  8.0
09044  6.0  2.4  0.0  5.5 v  6.3
09057  1.3  1.0  0.0  8.0 d  5.0
09062  6.0  2.4  0.0  5.5 v  7.2
09063  3.0  0.0  0.0  6.0 d  9.0
09415  6.4  1.7  0.0  6.5 v    7
09443  2.0  1.0  0.0  6.3 v  3.0
09444  6.0  2.4  0.0  5.5 v  6.7
09468  1.0  0.0  0.0  8.3 d 0.22
09481  5.0  1.5  0.0  5.8 v  6.9
09482  2.8  2.6  0.0  5.1 v   11
09486  2.0  2.0  0.0  5.9 d  3.8
09494  2.0  2.0  0.0  5.9 d  3.6
09510  6.0  2.4  0.0  5.5 v  7.9
09598  6.0  2.4  0.0  5.5 v   12
09613  6.0  2.4  0.0  5.5 v  8.2
09634  3.0  0.0  0.0  6.0 d  7.0
09638  6.0  2.4  0.0  5.5 v  6.8
09661  5.0  1.5  0.0  5.3 v  8.3
09662  2.8  2.6  0.0  5.1 v  7.2
09738  6.0  2.4  0.0  5.5 v  7.2
09786  5.9  2.4  0.0  5.5 d   13
09848  6.0  2.4  0.0  5.5 v  8.2
09903  5.0  1.5  0.0  5.8 v  6.0
09904  2.8  2.6  0.0  5.1 v   10
10011  6.0  2.4  0.0  5.5 v  7.4
10020  6.0  2.4  0.0  5.5 v  7.7
10025  8.6  3.0  0.0  5.0 d   21
10033  6.4  1.7  0.0  6.5 v    7
10062  6.0  1.4  0.0  5.0 v   12
10095  2.0  0.0  0.0  6.8 d  5.1
10096  2.6  2.2  0.0  5.5 v  4.2
10114  2.8  2.6  0.0  5.1 v  7.5
10120  2.0  1.0  0.0  6.3 v  3.2
10121  6.0  2.4  0.0  5.5 v  7.9
10138  6.0  2.4  0.0  5.5 v  6.7
10142  6.0  2.4  0.0  5.5 v  8.1
10144  2.5  0.0  0.0  6.4 d  5.0
10184  3.3  0.0  0.0  5.8 d  7.9
10234  1.2  0.0  0.0  7.9 d  1.6
10246  1.2  0.0  0.0  7.9 d  1.2
10293  6.0  2.4  0.0  5.5 v   10
10295  6.4  2.0  0.0  5.8 d   12
10309  1.2  0.0  0.0  7.9 d  1.1
10355  6.0  2.4  0.0  5.5 v  6.3
