88 21.2500 21.4167  23.5000
78  5.7000  5.8833  22.8333
 1  0.0667  0.1417  22.0000
74 15.9167 16.0333  22.0000
38  5.8833  6.2167  21.5000
88 19.8333 20.2500  21.2500
88 18.8667 19.2500  21.0833
 1  0.1417  0.8500  21.0000
88 20.2500 20.5667  20.5000
38  7.8083  7.8833  20.0000
88 20.5667 21.2500  19.5000
88 19.2500 19.8333  19.1667
 7  3.2833  3.3667  19.0000
76 18.8667 19.0000  18.5000
60  5.7000  5.7667  18.0000
38  6.2167  6.3083  17.5000
76 19.0000 19.8333  16.1667
40 15.9167 16.0833  16.0000
78  4.9667  5.3333  16.0000
76 19.8333 20.2500  15.7500
78  4.6167  4.9667  15.5000
78  5.3333  5.6000  15.5000
24 12.8333 13.5000  15.0000
40 17.2500 18.2500  14.3333
24 11.8667 12.8333  14.0000
38  7.5000  7.8083  13.5000
40 16.7500 17.2500  12.8333
38  7.0000  7.5000  12.5000
62  0.0000  0.1417  12.5000
62 21.1167 21.3333  12.5000
78  5.6000  5.7667  12.5000
38  6.3083  6.9333  12.0000
40 18.2500 18.8667  12.0000
32 20.8750 21.0500  11.8333
62 21.0500 21.1167  11.8333
46 11.5167 11.8667  11.0000
22  7.8083  7.9250  10.0000
38  6.9333  7.0000  10.0000
60  6.2417  6.3083  10.0000
62 23.8333 24.0000  10.0000
 7  1.6667  3.2833   9.9167
32 20.1417 20.3000   8.5000
 9 13.5000 15.0833   8.0000
62 22.7500 23.8333   7.5000
22  7.9250  9.2500   7.0000
46  9.2500 10.7500   7.0000
 4 18.6622 18.8667   6.2500
59 18.2500 18.6622   6.2500
32 20.8333 20.8750   6.0000
21  7.0000  7.0167   5.5000
74 18.2500 18.4250   4.5000
40 16.0833 16.7500   4.0000
59 18.2500 18.4250   3.0000
62 21.4667 21.6667   2.7500
32 20.3000 20.8333   2.0000
35 20.8333 21.3333   2.0000
62 21.3333 21.4667   2.0000
62 22.0000 22.7500   2.0000
67  0.0000  2.0000   2.0000
74 18.5833 18.8667   2.0000
62 21.6667 22.0000   1.7500
21  7.0167  7.2000   1.5000
21  7.2000  8.0833   0.0000
59 17.8333 18.2500   0.0000
60  4.6167  4.6667   0.0000
78  3.5833  4.6167   0.0000
86 14.6667 15.0833   0.0000
17  2.6500  3.2833  -1.7500
78  3.2833  3.5833  -1.7500
74 15.0833 16.2667  -3.2500
 4 18.5833 18.8667  -4.0000
60  4.6667  5.0833  -4.0000
60  5.8333  6.2417  -4.0000
67 22.7500 23.8333  -4.0000
74 17.8333 17.9667  -4.0000
74 18.2500 18.5833  -4.0000
46 10.7500 11.5167  -6.0000
86 11.5167 11.8333  -6.0000
67  0.0000  0.3333  -7.0000
67 23.8333 24.0000  -7.0000
59 15.9167 16.2667  -8.0000
86 14.2500 14.6667  -8.0000
 4 20.0000 20.5333  -9.0000
 5 21.3333 21.8667  -9.0000
59 17.1667 17.9667 -10.0000
36  4.9167  5.0833 -11.0000
42  8.0833  8.3667 -11.0000
55  5.8333  8.0833 -11.0000
60  5.0833  5.8333 -11.0000
75  9.5833 10.7500 -11.0000
86 11.8333 12.8333 -11.0000
59 17.5833 17.6667 -11.6667
 4 18.8667 20.0000 -12.0333
36  4.8333  4.9167 -14.5000
 5 20.5333 21.3333 -15.0000
73 18.2500 18.8667 -16.0000
74 17.1667 18.2500 -16.0000
42  8.3667  8.5833 -17.0000
59 16.2667 16.3750 -18.2500
27 10.7500 10.8333 -19.0000
42  8.5833  9.0833 -19.0000
59 16.2667 16.3750 -19.2500
48 15.6667 15.9167 -20.0000
29 12.5833 12.8333 -22.0000
86 12.8333 14.2500 -22.0000
42  9.0833  9.7500 -24.0000
17  1.6667  2.6500 -24.3833
36  2.6500  3.7500 -24.3833
27 10.8333 11.8333 -24.5000
29 11.8333 12.5833 -24.5000
48 14.2500 14.9167 -24.5000
59 16.2667 16.7500 -24.5833
 5 21.8667 23.8333 -25.5000
12 21.3333 21.8667 -25.5000
17  0.0000  1.6667 -25.5000
17 23.8333 24.0000 -25.5000
42  9.7500 10.2500 -26.5000
36  4.7000  4.8333 -27.2500
47  4.8333  6.1167 -27.2500
12 20.0000 21.3333 -28.0000
42 10.2500 10.5833 -29.1667
42 12.5833 14.9167 -29.5000
48 14.9167 15.6667 -29.5000
72 15.6667 16.0000 -29.5000
36  4.5833  4.7000 -30.0000
59 16.7500 17.6000 -30.0000
77 17.6000 17.8333 -30.0000
42 10.5833 10.8333 -31.1667
20  6.1167  7.3667 -33.0000
42 12.2500 12.5833 -33.0000
42 10.8333 12.2500 -35.0000
37  3.5000  3.7500 -36.0000
69  8.3667  9.3667 -36.7500
36  4.2667  4.5833 -37.0000
66 21.3333 23.0000 -37.0000
71 23.0000 23.3333 -37.0000
77 17.8333 19.1667 -37.0000
37  3.0000  3.5000 -39.5833
 2  9.3667 11.0000 -39.7500
36  3.8667  4.2667 -40.0000
37  1.6667  3.0000 -40.0000
64  0.0000  1.6667 -40.0000
71  0.0000  1.6667 -40.0000
71 23.3333 24.0000 -40.0000
15 14.1667 14.9167 -42.0000
50 15.6667 16.0000 -42.0000
72 16.0000 16.4208 -42.0000
10  4.8333  5.0000 -43.0000
23  5.0000  6.5833 -43.0000
68  8.0000  8.3667 -43.0000
36  3.4167  3.8667 -44.0000
25 17.8333 19.1667 -45.5000
54 20.3333 21.3333 -45.5000
72 16.4208 17.8333 -45.5000
77 19.1667 20.3333 -45.5000
36  3.0000  3.4167 -46.0000
10  4.5000  4.8333 -46.5000
50 15.3333 15.6667 -48.0000
64  0.0000  2.3333 -48.1667
10  4.2667  4.5000 -49.0000
36  2.6667  3.0000 -49.0000
41  4.0833  4.2667 -49.0000
39 21.3333 22.0000 -50.0000
68  6.0000  8.0000 -50.7500
85  8.0000  8.1667 -50.7500
36  2.4167  2.6667 -51.0000
41  3.8333  4.0833 -51.0000
64  0.0000  1.8333 -51.5000
13  6.0000  6.1667 -52.5000
85  8.1667  8.4500 -53.0000
33  3.8333  4.0000 -53.1667
41  3.5000  3.8333 -53.1667
64  0.0000  1.5833 -53.5000
36  2.1667  2.4167 -54.0000
50 15.0500 15.3333 -54.0000
65  4.5000  5.0000 -54.0000
85  8.4500  8.8333 -54.5000
13  6.1667  6.5000 -55.0000
15 11.8333 12.8333 -55.0000
50 14.1667 15.0500 -55.0000
57 15.0500 15.3333 -55.0000
15 11.0000 11.2500 -56.5000
33  4.0000  4.3333 -56.5000
85  8.8333 11.0000 -56.5000
 6 17.5000 18.0000 -57.0000
39 22.0000 23.3333 -57.0000
79 18.0000 20.3333 -57.0000
41  3.2000  3.5000 -57.5000
65  5.0000  5.5000 -57.5000
13  6.5000  6.8333 -58.0000
36  1.3333  2.1667 -58.5000
64  0.0000  1.3333 -58.5000
64 23.3333 24.0000 -58.5000
33  4.3333  4.5833 -59.0000
44 20.3333 21.3333 -60.0000
57 15.3333 16.4208 -60.0000
 6 16.4208 16.5833 -61.0000
19 15.1667 15.3333 -61.0000
65  5.5000  6.0000 -61.0000
 6 16.5833 16.7500 -63.5833
19 14.9167 15.1667 -63.5833
13  6.8333  9.0333 -64.0000
15 11.2500 11.8333 -64.0000
15 12.8333 14.5333 -64.0000
28 11.8333 12.8333 -64.0000
65  6.0000  6.8333 -64.0000
 6 16.7500 16.8333 -65.0000
19 13.5000 13.6667 -65.0000
 6 16.8333 17.5000 -67.5000
19 14.7500 14.9167 -67.5000
41  2.1667  3.2000 -67.5000
61 17.5000 18.0000 -67.5000
70  3.2000  4.5833 -67.5000
82 22.0000 23.3333 -67.5000
19 13.6667 14.7500 -70.0000
33  4.5833  6.5833 -70.0000
80 14.7500 17.0000 -70.0000
13  9.0333 11.2500 -75.0000
43  3.5000  4.5833 -75.0000
44 21.3333 23.3333 -75.0000
56 11.2500 13.6667 -75.0000
61 18.0000 21.3333 -75.0000
82  0.0000  1.3333 -75.0000
82 23.3333 24.0000 -75.0000
87  6.5833  9.0333 -75.0000
82  0.7500  1.3333 -76.0000
 3 13.6667 18.0000 -82.5000
18  7.6667 13.6667 -82.5000
43  0.0000  3.5000 -82.5000
53  3.5000  7.6667 -85.0000
58  0.0000 24.0000 -90.0000
